Assembly	Scaffolds
# contigs (>= 0 bp)	2
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29740
Total length (>= 1000 bp)	29740
Total length (>= 5000 bp)	29740
Total length (>= 10000 bp)	22350
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	22350
Total length	29740
Reference length	29903
GC (%)	38.00
Reference GC (%)	37.97
N50	22350
NG50	22350
N75	22350
NG75	7390
L50	1
LG50	1
L75	1
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.455
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	40.35
# indels per 100 kbp	0.00
# genomic features	44 + 5 part
Largest alignment	22350
Total aligned length	29740
NA50	22350
NGA50	22350
NA75	22350
NGA75	7390
LA50	1
LGA50	1
LA75	1
LGA75	2
