Assembly	SRR11622201_scaffolds
# contigs (>= 0 bp)	13
# contigs (>= 1000 bp)	3
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	30032
Total length (>= 1000 bp)	29677
Total length (>= 5000 bp)	29677
Total length (>= 10000 bp)	13736
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3
Largest contig	13736
Total length	29677
Reference length	29903
GC (%)	38.02
Reference GC (%)	37.97
N50	8610
NG50	8610
N75	8610
NG75	7331
L50	2
LG50	2
L75	2
LG75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.084
Duplication ratio	1.002
# N's per 100 kbp	168.48
# mismatches per 100 kbp	20.25
# indels per 100 kbp	3.38
# genomic features	36 + 13 part
Largest alignment	13736
Total aligned length	29677
NA50	8610
NGA50	8610
NA75	8610
NGA75	7331
LA50	2
LGA50	2
LA75	2
LGA75	3
