Assembly	Scaffolds
# contigs (>= 0 bp)	14
# contigs (>= 1000 bp)	8
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	28540
Total length (>= 1000 bp)	25796
Total length (>= 5000 bp)	11521
Total length (>= 10000 bp)	11521
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	10
Largest contig	11521
Total length	27301
Reference length	29903
GC (%)	38.08
Reference GC (%)	37.97
N50	4504
NG50	4504
N75	1783
NG75	1416
L50	2
LG50	2
L75	5
LG75	6
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	90.917
Duplication ratio	1.004
# N's per 100 kbp	0.00
# mismatches per 100 kbp	7.36
# indels per 100 kbp	0.00
# genomic features	24 + 25 part
Largest alignment	11521
Total aligned length	27284
NA50	4504
NGA50	4504
NA75	1766
NGA75	1416
LA50	2
LGA50	2
LA75	5
LGA75	6
