Assembly	Scaffolds
# contigs (>= 0 bp)	7
# contigs (>= 1000 bp)	6
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	28699
Total length (>= 1000 bp)	28297
Total length (>= 5000 bp)	19096
Total length (>= 10000 bp)	11649
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	6
Largest contig	11649
Total length	28297
Reference length	29903
GC (%)	38.13
Reference GC (%)	37.97
N50	7447
NG50	7447
N75	2856
NG75	2544
L50	2
LG50	2
L75	3
LG75	4
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.359
Duplication ratio	1.025
# N's per 100 kbp	0.00
# mismatches per 100 kbp	39.83
# indels per 100 kbp	3.62
# genomic features	36 + 13 part
Largest alignment	11649
Total aligned length	28294
NA50	7447
NGA50	7447
NA75	2853
NGA75	2544
LA50	2
LGA50	2
LA75	3
LGA75	4
