Assembly	Scaffolds
# contigs (>= 0 bp)	169
# contigs (>= 1000 bp)	14
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	74852
Total length (>= 1000 bp)	31137
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	20
Largest contig	4288
Total length	35028
Reference length	29903
GC (%)	38.00
Reference GC (%)	37.97
N50	2324
NG50	2344
N75	1430
NG75	1753
L50	6
LG50	5
L75	11
LG75	8
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	3 + 0 part
Unaligned length	1586
Genome fraction (%)	93.379
Duplication ratio	1.198
# N's per 100 kbp	0.00
# mismatches per 100 kbp	50.14
# indels per 100 kbp	85.95
# genomic features	28 + 17 part
Largest alignment	4288
Total aligned length	33441
NA50	2324
NGA50	2344
NA75	1430
NGA75	1753
LA50	6
LGA50	5
LA75	11
LGA75	8
