Assembly	Scaffolds
# contigs (>= 0 bp)	42
# contigs (>= 1000 bp)	10
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	41244
Total length (>= 1000 bp)	34781
Total length (>= 5000 bp)	17952
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	12
Largest contig	6505
Total length	36394
Reference length	29903
GC (%)	42.36
Reference GC (%)	37.97
N50	4308
NG50	5164
N75	2474
NG75	2734
L50	4
LG50	3
L75	6
LG75	5
# misassemblies	2
# misassembled contigs	1
Misassembled contigs length	2474
# local misassemblies	1
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	5 + 0 part
Unaligned length	6417
Genome fraction (%)	91.402
Duplication ratio	1.097
# N's per 100 kbp	876.52
# mismatches per 100 kbp	36.59
# indels per 100 kbp	21.95
# genomic features	28 + 21 part
Largest alignment	6505
Total aligned length	29569
NA50	4308
NGA50	5164
NA75	1619
NGA75	2734
LA50	4
LGA50	3
LA75	7
LGA75	5
