Assembly	Scaffolds
# contigs (>= 0 bp)	3
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	2
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29816
Total length (>= 1000 bp)	29673
Total length (>= 5000 bp)	29673
Total length (>= 10000 bp)	29673
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	19349
Total length	29673
Reference length	29903
GC (%)	38.02
Reference GC (%)	37.97
N50	19349
NG50	19349
N75	10324
NG75	10324
L50	1
LG50	1
L75	2
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.228
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	13.48
# indels per 100 kbp	0.00
# genomic features	44 + 5 part
Largest alignment	19348
Total aligned length	29672
NA50	19348
NGA50	19348
NA75	10324
NGA75	10324
LA50	1
LGA50	1
LA75	2
LGA75	2
