Assembly	Scaffolds
# contigs (>= 0 bp)	4
# contigs (>= 1000 bp)	4
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	30190
Total length (>= 1000 bp)	30190
Total length (>= 5000 bp)	25788
Total length (>= 10000 bp)	11392
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4
Largest contig	11392
Total length	30190
Reference length	29903
GC (%)	38.14
Reference GC (%)	37.97
N50	7939
NG50	7939
N75	6457
NG75	6457
L50	2
LG50	2
L75	3
LG75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	1
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	3
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	94.475
Duplication ratio	1.069
# N's per 100 kbp	1106.33
# mismatches per 100 kbp	46.02
# indels per 100 kbp	0.00
# genomic features	36 + 13 part
Largest alignment	11334
Total aligned length	29855
NA50	7691
NGA50	7691
NA75	6428
NGA75	6428
LA50	2
LGA50	2
LA75	3
LGA75	3
