Assembly	SRR12161819_scaffolds
# contigs (>= 0 bp)	93
# contigs (>= 1000 bp)	0
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	32110
Total length (>= 1000 bp)	0
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5
Largest contig	652
Total length	3057
Reference length	29903
GC (%)	38.27
Reference GC (%)	37.97
N50	648
N75	591
L50	3
L75	4
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	10.223
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	32.71
# indels per 100 kbp	0.00
# genomic features	4 + 13 part
Largest alignment	652
Total aligned length	3057
NA50	648
NGA50	-
NA75	591
LA50	3
LA75	4
