Assembly	Scaffolds
# contigs (>= 0 bp)	1836
# contigs (>= 1000 bp)	1
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	1
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	355598
Total length (>= 1000 bp)	29201
Total length (>= 5000 bp)	29201
Total length (>= 10000 bp)	29201
Total length (>= 25000 bp)	29201
Total length (>= 50000 bp)	0
# contigs	4
Largest contig	29201
Total length	31332
Reference length	29903
GC (%)	39.15
Reference GC (%)	37.97
N50	29201
NG50	29201
N75	29201
NG75	29201
L50	1
LG50	1
L75	1
LG75	1
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	29201
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	3 + 0 part
Unaligned length	2131
Genome fraction (%)	96.378
Duplication ratio	1.013
# N's per 100 kbp	0.00
# mismatches per 100 kbp	45.11
# indels per 100 kbp	3.47
# genomic features	32 + 13 part
Largest alignment	28819
Total aligned length	29178
NA50	28819
NGA50	28819
NA75	28819
NGA75	28819
LA50	1
LGA50	1
LA75	1
LGA75	1
