Assembly	Scaffolds
# contigs (>= 0 bp)	91
# contigs (>= 1000 bp)	5
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	37842
Total length (>= 1000 bp)	22385
Total length (>= 5000 bp)	15206
Total length (>= 10000 bp)	15206
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	10
Largest contig	15206
Total length	26044
Reference length	29903
GC (%)	43.46
Reference GC (%)	37.97
N50	15206
NG50	15206
N75	1757
NG75	957
L50	1
LG50	1
L75	3
LG75	6
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	8 + 0 part
Unaligned length	8082
Genome fraction (%)	59.914
Duplication ratio	1.003
# N's per 100 kbp	0.00
# mismatches per 100 kbp	55.82
# indels per 100 kbp	11.16
# genomic features	36 + 13 part
Largest alignment	15206
Total aligned length	17918
NA50	15206
NGA50	15206
LA50	1
LGA50	1
