Assembly	Scaffolds
# contigs (>= 0 bp)	5
# contigs (>= 1000 bp)	4
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29383
Total length (>= 1000 bp)	28819
Total length (>= 5000 bp)	27791
Total length (>= 10000 bp)	13489
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5
Largest contig	13489
Total length	29383
Reference length	29903
GC (%)	37.89
Reference GC (%)	37.97
N50	7770
NG50	7770
N75	6532
NG75	6532
L50	2
LG50	2
L75	3
LG75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	1
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	97.773
Duplication ratio	1.005
# N's per 100 kbp	435.63
# mismatches per 100 kbp	41.04
# indels per 100 kbp	10.26
# genomic features	32 + 17 part
Largest alignment	13346
Total aligned length	29240
NA50	7770
NGA50	7770
NA75	6532
NGA75	6532
LA50	2
LGA50	2
LA75	3
LGA75	3
