Assembly	SRR12162373_scaffolds
# contigs (>= 0 bp)	13
# contigs (>= 1000 bp)	5
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29732
Total length (>= 1000 bp)	27135
Total length (>= 5000 bp)	18987
Total length (>= 10000 bp)	13722
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	8
Largest contig	13722
Total length	29003
Reference length	29903
GC (%)	37.96
Reference GC (%)	37.97
N50	5265
NG50	5265
N75	3382
NG75	2535
L50	2
LG50	2
L75	3
LG75	4
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	96.188
Duplication ratio	1.008
# N's per 100 kbp	0.00
# mismatches per 100 kbp	31.29
# indels per 100 kbp	3.48
# genomic features	24 + 21 part
Largest alignment	13722
Total aligned length	29003
NA50	5265
NGA50	5265
NA75	3382
NGA75	2535
LA50	2
LGA50	2
LA75	3
LGA75	4
