Assembly	Scaffolds
# contigs (>= 0 bp)	5
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	2
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	31237
Total length (>= 1000 bp)	30348
Total length (>= 5000 bp)	30348
Total length (>= 10000 bp)	30348
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3
Largest contig	19930
Total length	30978
Reference length	29903
GC (%)	38.27
Reference GC (%)	37.97
N50	19930
NG50	19930
N75	10418
NG75	10418
L50	1
LG50	1
L75	2
LG75	2
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	19930
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	1 + 0 part
Unaligned length	630
Genome fraction (%)	99.338
Duplication ratio	1.022
# N's per 100 kbp	0.00
# mismatches per 100 kbp	20.20
# indels per 100 kbp	3.37
# genomic features	44 + 5 part
Largest alignment	19282
Total aligned length	30348
NA50	19282
NGA50	19282
NA75	10418
NGA75	10418
LA50	1
LGA50	1
LA75	2
LGA75	2
