Assembly	Scaffolds
# contigs (>= 0 bp)	18
# contigs (>= 1000 bp)	12
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	28125
Total length (>= 1000 bp)	25099
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	14
Largest contig	3914
Total length	26794
Reference length	29903
GC (%)	38.04
Reference GC (%)	37.97
N50	2195
NG50	2195
N75	1397
NG75	1133
L50	5
LG50	5
L75	8
LG75	10
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	3321
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	4
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	79.417
Duplication ratio	1.128
# N's per 100 kbp	2153.47
# mismatches per 100 kbp	37.90
# indels per 100 kbp	0.00
# genomic features	20 + 17 part
Largest alignment	3537
Total aligned length	26130
NA50	2035
NGA50	1901
NA75	1243
NGA75	1119
LA50	5
LGA50	6
LA75	9
LGA75	11
