Assembly	Scaffolds
# contigs (>= 0 bp)	21
# contigs (>= 1000 bp)	11
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	30237
Total length (>= 1000 bp)	25223
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	15
Largest contig	4607
Total length	28696
Reference length	29903
GC (%)	37.91
Reference GC (%)	37.97
N50	2620
NG50	2620
N75	1360
NG75	1179
L50	4
LG50	4
L75	8
LG75	9
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	1
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	89.162
Duplication ratio	1.076
# N's per 100 kbp	0.00
# mismatches per 100 kbp	90.02
# indels per 100 kbp	22.50
# genomic features	28 + 21 part
Largest alignment	4607
Total aligned length	28649
NA50	2620
NGA50	2620
NA75	1360
NGA75	1179
LA50	4
LGA50	4
LA75	8
LGA75	9
