Assembly	SRR11869148_scaffolds
# contigs (>= 0 bp)	20
# contigs (>= 1000 bp)	6
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	36789
Total length (>= 1000 bp)	33667
Total length (>= 5000 bp)	26566
Total length (>= 10000 bp)	19699
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	6
Largest contig	19699
Total length	33667
Reference length	29903
GC (%)	40.75
Reference GC (%)	37.97
N50	19699
NG50	19699
N75	6867
NG75	6867
L50	1
LG50	1
L75	2
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	1
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	3 + 0 part
Unaligned length	4320
Genome fraction (%)	97.435
Duplication ratio	1.007
# N's per 100 kbp	297.03
# mismatches per 100 kbp	30.89
# indels per 100 kbp	3.43
# genomic features	28 + 17 part
Largest alignment	19649
Total aligned length	29297
NA50	19649
NGA50	19649
NA75	6867
NGA75	6867
LA50	1
LGA50	1
LA75	2
LGA75	2
