Assembly	Scaffolds
# contigs (>= 0 bp)	2
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	30716
Total length (>= 1000 bp)	30716
Total length (>= 5000 bp)	30716
Total length (>= 10000 bp)	20837
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	20837
Total length	30716
Reference length	29903
GC (%)	37.87
Reference GC (%)	37.97
N50	20837
NG50	20837
N75	9879
NG75	9879
L50	1
LG50	1
L75	2
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	1
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.799
Duplication ratio	1.029
# N's per 100 kbp	182.32
# mismatches per 100 kbp	30.16
# indels per 100 kbp	10.05
# genomic features	40 + 9 part
Largest alignment	20781
Total aligned length	30660
NA50	20781
NGA50	20781
NA75	9879
NGA75	9879
LA50	1
LGA50	1
LA75	2
LGA75	2
