Assembly	Scaffolds
# contigs (>= 0 bp)	2
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	2
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29547
Total length (>= 1000 bp)	29547
Total length (>= 5000 bp)	29547
Total length (>= 10000 bp)	29547
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	19246
Total length	29547
Reference length	29903
GC (%)	38.03
Reference GC (%)	37.97
N50	19246
NG50	19246
N75	10301
NG75	10301
L50	1
LG50	1
L75	2
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.836
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	37.22
# indels per 100 kbp	6.77
# genomic features	44 + 5 part
Largest alignment	19246
Total aligned length	29547
NA50	19246
NGA50	19246
NA75	10301
NGA75	10301
LA50	1
LGA50	1
LA75	2
LGA75	2
