Assembly	Scaffolds
# contigs (>= 0 bp)	4
# contigs (>= 1000 bp)	4
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	31207
Total length (>= 1000 bp)	31207
Total length (>= 5000 bp)	29795
Total length (>= 10000 bp)	14515
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4
Largest contig	14515
Total length	31207
Reference length	29903
GC (%)	37.96
Reference GC (%)	37.97
N50	8852
NG50	8852
N75	6428
NG75	8852
L50	2
LG50	2
L75	3
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	2
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.425
Duplication ratio	1.060
# N's per 100 kbp	394.14
# mismatches per 100 kbp	27.18
# indels per 100 kbp	0.00
# genomic features	40 + 9 part
Largest alignment	14391
Total aligned length	31083
NA50	8852
NGA50	8852
NA75	6428
NGA75	8852
LA50	2
LGA50	2
LA75	3
LGA75	2
