Assembly	Scaffolds
# contigs (>= 0 bp)	5
# contigs (>= 1000 bp)	5
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29003
Total length (>= 1000 bp)	29003
Total length (>= 5000 bp)	24496
Total length (>= 10000 bp)	11425
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5
Largest contig	11425
Total length	29003
Reference length	29903
GC (%)	38.05
Reference GC (%)	37.97
N50	6962
NG50	6962
N75	6109
NG75	6109
L50	2
LG50	2
L75	3
LG75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	1
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	93.098
Duplication ratio	1.042
# N's per 100 kbp	199.98
# mismatches per 100 kbp	46.70
# indels per 100 kbp	0.00
# genomic features	28 + 17 part
Largest alignment	11425
Total aligned length	28945
NA50	6962
NGA50	6962
NA75	6051
NGA75	6051
LA50	2
LGA50	2
LA75	3
LGA75	3
