Assembly	SRR11577932_scaffolds
# contigs (>= 0 bp)	25
# contigs (>= 1000 bp)	10
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	30794
Total length (>= 1000 bp)	23641
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	14
Largest contig	4417
Total length	26636
Reference length	29903
GC (%)	37.85
Reference GC (%)	37.97
N50	2481
NG50	2180
N75	1612
NG75	1453
L50	4
LG50	5
L75	8
LG75	10
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	87.898
Duplication ratio	1.013
# N's per 100 kbp	0.00
# mismatches per 100 kbp	15.22
# indels per 100 kbp	0.00
# genomic features	24 + 25 part
Largest alignment	4417
Total aligned length	26632
NA50	2481
NGA50	2180
NA75	1612
NGA75	1453
LA50	4
LGA50	5
LA75	8
LGA75	10
