Assembly	SRR11622180_scaffolds
# contigs (>= 0 bp)	13
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	29429
Total length (>= 1000 bp)	27729
Total length (>= 5000 bp)	27729
Total length (>= 10000 bp)	21812
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3
Largest contig	21812
Total length	28282
Reference length	29903
GC (%)	37.82
Reference GC (%)	37.97
N50	21812
NG50	21812
N75	21812
NG75	5917
L50	1
LG50	1
L75	1
LG75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	94.572
Duplication ratio	1.000
# N's per 100 kbp	95.47
# mismatches per 100 kbp	17.68
# indels per 100 kbp	7.07
# genomic features	32 + 17 part
Largest alignment	21812
Total aligned length	28282
NA50	21812
NGA50	21812
NA75	21812
NGA75	5917
LA50	1
LGA50	1
LA75	1
LGA75	2
