Assembly	Scaffolds
# contigs (>= 0 bp)	2
# contigs (>= 1000 bp)	2
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	28628
Total length (>= 1000 bp)	28628
Total length (>= 5000 bp)	28628
Total length (>= 10000 bp)	19701
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	19701
Total length	28628
Reference length	29903
GC (%)	38.39
Reference GC (%)	37.97
N50	19701
NG50	19701
N75	8927
NG75	8927
L50	1
LG50	1
L75	2
LG75	2
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	28628
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	76.494
Duplication ratio	1.252
# N's per 100 kbp	0.00
# mismatches per 100 kbp	43.72
# indels per 100 kbp	13.12
# genomic features	40 + 9 part
Largest alignment	15530
Total aligned length	28606
NA50	15530
NGA50	15530
NA75	7336
NGA75	7336
LA50	1
LGA50	1
LA75	2
LGA75	2
